sales_agent_name,resale_transaction_date,sales_agent_reg_num,town,real_estate_company_name
"YANG WENCHAO, ADRIAN",2024-03-01,R060040J,JURONG WEST,PROPNEX REALTY PTE. LTD.
ZHENG HUINENG,2024-03-01,R059946A,PUNGGOL,HUTTONS ASIA PTE. LTD.
LOW ZHAO XUAN,2024-03-01,R058919I,ANG MO KIO,PROPNEX REALTY PTE. LTD.
LEOW WEI XIONG,2024-03-01,R060261F,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
ZHENG HUINENG,2024-03-01,R059946A,HOUGANG,HUTTONS ASIA PTE. LTD.
JONATHAN HENG CHIANG SHENG,2024-03-01,R059970D,GEYLANG,HUTTONS ASIA PTE. LTD.
NURISYANTI BINTE ISMAIL,2024-03-01,R059524E,JURONG WEST,ORANGETEE & TIE PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-03-01,R059525C,TAMPINES,PROPNEX REALTY PTE. LTD.
TAN ANNI,2024-03-01,R060251I,CHOA CHU KANG,ERA REALTY NETWORK PTE LTD
WEE KIM SAN LAWRENCE BERNARD,2024-03-01,R059646B,ANG MO KIO,PROPNEX REALTY PTE. LTD.
"YANG WENCHAO, ADRIAN",2024-03-01,R060040J,JURONG WEST,PROPNEX REALTY PTE. LTD.
ZHENG HUINENG,2024-03-01,R059946A,PUNGGOL,HUTTONS ASIA PTE. LTD.
LOW ZHAO XUAN,2024-03-01,R058919I,ANG MO KIO,PROPNEX REALTY PTE. LTD.
LEOW WEI XIONG,2024-03-01,R060261F,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
ZHENG HUINENG,2024-03-01,R059946A,HOUGANG,HUTTONS ASIA PTE. LTD.
"YANG WENCHAO, ADRIAN",2024-04-01,R060040J,TAMPINES,PROPNEX REALTY PTE. LTD.
YEO RUIZHEN,2024-04-01,R059625Z,WOODLANDS,HUTTONS ASIA PTE. LTD.
JOYCE WONG SHI HUI,2024-04-01,R060385Z,WOODLANDS,PROPNEX REALTY PTE. LTD.
JOYCE WONG SHI HUI,2024-04-01,R060385Z,WOODLANDS,PROPNEX REALTY PTE. LTD.
SEOW CHLOE,2024-04-01,R059392G,SENGKANG,PROPSELLER PTE. LTD.
TENI ATMADJA,2024-04-01,R060154G,PUNGGOL,ERA REALTY NETWORK PTE LTD
LIM TING HUI,2024-04-01,R060050H,BEDOK,THEPROPGUIDE REALTY PTE. LTD.
"EE JIE YING, JENNYFUR",2024-04-01,R059805H,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
NEW AIK KEONG,2024-04-01,R060015Z,SEMBAWANG,PROPNEX REALTY PTE. LTD.
YEO RUIZHEN,2024-04-01,R059625Z,WOODLANDS,HUTTONS ASIA PTE. LTD.
XU NAIYUN,2024-04-01,R060166J,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
LI ZHENHUI ADRIAN,2024-04-01,R060122I,JURONG WEST,HUTTONS ASIA PTE. LTD.
"TAN YU KIAT, JACKIE",2024-04-01,R059167C,BUKIT BATOK,PROPSELLER PTE. LTD.
"CHAI JIA ZHEN, CHARLENE",2024-04-01,R060061C,PUNGGOL,ORANGETEE & TIE PTE. LTD.
TAN JUN SHENG,2024-04-01,R059660H,SENGKANG,PROPNEX REALTY PTE. LTD.
BENNY LOW MENG RUNG,2024-04-01,R059902Z,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
CHEW JUN HONG,2024-04-01,R059827I,TOA PAYOH,ERA REALTY NETWORK PTE LTD
"LOW WEI MING, WILLMEN",2024-04-01,R060009E,SEMBAWANG,PROPNEX REALTY PTE. LTD.
QUEK YONG TENG SYLVIA,2024-04-01,R059326I,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
WOO YUNG HUA KENNETH,2024-04-01,R059251C,WOODLANDS,ERA REALTY NETWORK PTE LTD
ANG LANCY,2024-04-01,R059201G,KALLANG/WHAMPOA,SRI PTE. LTD.
ANDREW LIM ZHI WEI,2024-04-01,R059210F,BUKIT TIMAH,PROPNEX REALTY PTE. LTD.
CHEN CHONGZHI,2024-04-01,R060086I,BEDOK,ERA REALTY NETWORK PTE LTD
NICHOLAS VALERIAN HALIM,2024-04-01,R060017F,YISHUN,PROPNEX REALTY PTE. LTD.
CINDY CHUA HUEI-HSIA,2024-04-01,R058903B,YISHUN,ERA REALTY NETWORK PTE LTD
"AW JIA QUAN, AARON",2024-04-01,R059696I,SENGKANG,PROPNEX REALTY PTE. LTD.
"LAI CHEN MUN, JONATHAN",2024-04-01,R060105I,YISHUN,HUTTONS ASIA PTE. LTD.
NG CHEE WEE,2024-04-01,R059009Z,KALLANG/WHAMPOA,OHMYHOME PTE. LTD.
LAU ZHI HAO,2024-04-01,R059542C,HOUGANG,HUTTONS ASIA PTE. LTD.
TENI ATMADJA,2024-04-01,R060154G,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
NEW AIK KEONG,2024-04-01,R060015Z,JURONG EAST,PROPNEX REALTY PTE. LTD.
CHEW JUN HONG,2024-04-01,R059827I,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
"TAN YU KIAT, JACKIE",2024-04-01,R059167C,BUKIT BATOK,PROPSELLER PTE. LTD.
THAM KUM MOON,2024-04-01,R060414G,SERANGOON,ORANGETEE & TIE PTE. LTD.
"CHEOK WEE CHIEH, JOHN",2024-04-01,R060312D,SERANGOON,PROPNEX REALTY PTE. LTD.
YEOW SOO YONG,2024-04-01,R059594F,PUNGGOL,PROPNEX REALTY PTE. LTD.
"NEO SAU CHEE, AGATHA",2024-04-01,R059256D,JURONG WEST,PROPNEX REALTY PTE. LTD.
CHENG JING HEAN,2024-04-01,R060046Z,HOUGANG,ERA REALTY NETWORK PTE LTD
"CHAI JIA ZHEN, CHARLENE",2024-04-01,R060061C,GEYLANG,ORANGETEE & TIE PTE. LTD.
ONG KEE YEN,2024-04-01,R059095B,TAMPINES,PROPSELLER PTE. LTD.
"CHAI JIA ZHEN, CHARLENE",2024-04-01,R060061C,GEYLANG,ORANGETEE & TIE PTE. LTD.
ONG KEE YEN,2024-04-01,R059095B,TAMPINES,PROPSELLER PTE. LTD.
"TAN YU KIAT, JACKIE",2024-04-01,R059167C,HOUGANG,PROPSELLER PTE. LTD.
TRAN THI HUONG,2024-04-01,R059985B,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
"TJHAI YU YUAN, CITANEGARA",2024-04-01,R059578D,YISHUN,ERA REALTY NETWORK PTE LTD
LIM WEE HIAP,2024-04-01,R059632B,YISHUN,PROPNEX REALTY PTE. LTD.
YEE YAN EE FAITH JANE,2024-04-01,R058966J,CHOA CHU KANG,ERA REALTY NETWORK PTE LTD
GARY TANG MING WEI,2024-04-01,R059356J,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
SIA TIANXIN,2024-04-01,R059208D,SENGKANG,PROPNEX REALTY PTE. LTD.
NG CHEE WEE,2024-04-01,R059009Z,JURONG WEST,OHMYHOME PTE. LTD.
NG CHEE WEE,2024-04-01,R059009Z,JURONG WEST,OHMYHOME PTE. LTD.
"YEO TING TING, EILEEN",2024-04-01,R059929A,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
ANDREW LIM ZHI WEI,2024-04-01,R059210F,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
HARYANI BINTE OSMAN,2024-04-01,R060027C,WOODLANDS,HUTTONS ASIA PTE. LTD.
CHU YEW FAI,2024-04-01,R059561Z,WOODLANDS,ERA REALTY NETWORK PTE LTD
"LIM SIEW LI, JASMINE",2024-04-01,R060342F,GEYLANG,ERA REALTY NETWORK PTE LTD
CHUA ANDREW,2024-04-01,R060343D,HOUGANG,ERA REALTY NETWORK PTE LTD
KOH SU MENG,2024-04-01,R059084G,JURONG WEST,HUTTONS ASIA PTE. LTD.
"KHOO PEI LING, JASLIN",2024-04-01,R059877E,TAMPINES,SRI PTE. LTD.
"CHUA SHI RUI, ALIN",2024-04-01,R059412E,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
SEAH ELONN,2024-04-01,R060362J,ANG MO KIO,ERA REALTY NETWORK PTE LTD
NG GEK CHONG,2024-04-01,R060410D,ANG MO KIO,SRI PTE. LTD.
NG CHEE WEE,2024-04-01,R059009Z,JURONG WEST,OHMYHOME PTE. LTD.
OOI YI TUNG,2024-04-01,R060275F,SENGKANG,ERA REALTY NETWORK PTE LTD
MAESY EVANA KOH MUI KHEE,2024-04-01,R059274B,PUNGGOL,ERA REALTY NETWORK PTE LTD
PEY SI YA,2024-04-01,R060375B,CHOA CHU KANG,SRI PTE. LTD.
MAESY EVANA KOH MUI KHEE,2024-04-01,R059274B,PUNGGOL,ERA REALTY NETWORK PTE LTD
MARK FOO JONG HUANG,2024-04-01,R059286F,BUKIT TIMAH,ERA REALTY NETWORK PTE LTD
KOH YAR LI,2024-04-01,R060196B,BUKIT MERAH,ERA REALTY NETWORK PTE LTD
JOSHUA CHAN JIAN XIONG,2024-04-01,R059583J,TAMPINES,ERA REALTY NETWORK PTE LTD
"LIM BOON SENG, VINCENT",2024-04-01,R059799Z,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
TNG MING ZE,2024-04-01,R059813I,TOA PAYOH,HUTTONS ASIA PTE. LTD.
"CHAI JIA ZHEN, CHARLENE",2024-04-01,R060061C,TAMPINES,ORANGETEE & TIE PTE. LTD.
DUA MEI LI,2024-04-01,R059556C,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
LOW ZHAO XUAN,2024-04-01,R058919I,PUNGGOL,PROPNEX REALTY PTE. LTD.
"ONG MING HONG, LUCAS",2024-04-01,R059770A,SENGKANG,ERA REALTY NETWORK PTE LTD
"YONG YU ZHEN, VANESSA",2024-04-01,R059463Z,YISHUN,PROPNEX REALTY PTE. LTD.
"TAN JUN FENG, BENNEDICT",2024-04-01,R058941E,BEDOK,HUTTONS ASIA PTE. LTD.
CHUA ANDREW,2024-04-01,R060343D,WOODLANDS,ERA REALTY NETWORK PTE LTD
KANG MEI SIAN,2024-04-01,R060176H,WOODLANDS,PROPNEX REALTY PTE. LTD.
"LAI CHEN MUN, JONATHAN",2024-04-01,R060105I,SERANGOON,HUTTONS ASIA PTE. LTD.
CHOO HONGZE,2024-04-01,R058997J,BUKIT PANJANG,HUTTONS ASIA PTE. LTD.
TAN CHEE MENG VICTOR,2024-04-01,R059638A,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
NG CHEE WEE,2024-04-01,R059009Z,JURONG WEST,OHMYHOME PTE. LTD.
KANG MEI SIAN,2024-04-01,R060176H,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
KOH SWEE HOON APRIL,2024-04-01,R060054J,BUKIT PANJANG,ERA REALTY NETWORK PTE LTD
HARYANI BINTE OSMAN,2024-04-01,R060027C,SEMBAWANG,HUTTONS ASIA PTE. LTD.
NG JING HAO,2024-04-01,R059769H,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
"LIM GUO QIANG, JASON",2024-04-01,R059836H,PUNGGOL,PROPNEX REALTY PTE. LTD.
"AW JIA QUAN, AARON",2024-04-01,R059696I,JURONG WEST,PROPNEX REALTY PTE. LTD.
TAN ANNI,2024-04-01,R060251I,TAMPINES,ERA REALTY NETWORK PTE LTD
JACQUELINE TAY LI XIA,2024-04-01,R059029D,BUKIT BATOK,SRI PTE. LTD.
TAN LI ZHEN,2024-04-01,R059121E,HOUGANG,ERA REALTY NETWORK PTE LTD
"TAN YU KIAT, JACKIE",2024-04-01,R059167C,SERANGOON,PROPSELLER PTE. LTD.
JONATHAN KOH WEE HOE,2024-04-01,R059261J,JURONG EAST,PROPNEX REALTY PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-04-01,R059525C,JURONG WEST,PROPNEX REALTY PTE. LTD.
NIGEL TAN ZHEMING,2024-04-01,R059189D,TAMPINES,ERA REALTY NETWORK PTE LTD
CHUA CHEE NAM,2024-04-01,R059240H,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-04-01,R059525C,YISHUN,PROPNEX REALTY PTE. LTD.
THAM KUM MOON,2024-04-01,R060414G,SENGKANG,ORANGETEE & TIE PTE. LTD.
LENG JO HAN,2024-04-01,R060328J,SENGKANG,PROPNEX REALTY PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-04-01,R059525C,YISHUN,PROPNEX REALTY PTE. LTD.
ALEX TAN JIAN XIANG,2024-04-01,R060210A,BUKIT BATOK,ERA REALTY NETWORK PTE LTD
NG CHEE WEE,2024-04-01,R059009Z,BUKIT BATOK,OHMYHOME PTE. LTD.
NIGEL TAN ZHEMING,2024-04-01,R059189D,ANG MO KIO,ERA REALTY NETWORK PTE LTD
LOW KAR JIE RYAN,2024-04-01,R059220C,YISHUN,PROPNEX REALTY PTE. LTD.
"TAN YU KIAT, JACKIE",2024-04-01,R059167C,SENGKANG,PROPSELLER PTE. LTD.
LOW KAR JIE RYAN,2024-04-01,R059220C,YISHUN,PROPNEX REALTY PTE. LTD.
LIM WEE HIAP,2024-04-01,R059632B,SEMBAWANG,PROPNEX REALTY PTE. LTD.
LEE YIN KOON ALFRED,2024-04-01,R060096F,TAMPINES,ERA REALTY NETWORK PTE LTD
LEE MUI PINK,2024-04-01,R060426J,BUKIT BATOK,HUTTONS ASIA PTE. LTD.
VENESSA TOH FEN NEE,2024-04-01,R059666G,ANG MO KIO,PROPNEX REALTY PTE. LTD.
HARYANI BINTE OSMAN,2024-04-01,R060027C,BUKIT MERAH,HUTTONS ASIA PTE. LTD.
XIE YANYU,2024-04-01,R059983F,BUKIT MERAH,HUTTONS ASIA PTE. LTD.
SHERYL YEO JIA MIN,2024-04-01,R060214D,ANG MO KIO,PROPNEX REALTY PTE. LTD.
SEOW CHLOE,2024-04-01,R059392G,TAMPINES,PROPSELLER PTE. LTD.
SHAFIK AHMAD BIN MOHAMED YUSOPE,2024-04-01,R059525C,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
"KOH CHOR LENG, WENDY",2024-04-01,R060175Z,JURONG WEST,PROPNEX REALTY PTE. LTD.
"TAY JIN YAO, JOHANSSON",2024-04-01,R059793J,TAMPINES,
"CHAI JIA ZHEN, CHARLENE",2024-04-01,R060061C,CHOA CHU KANG,ORANGETEE & TIE PTE. LTD.
LAU ZHI HAO,2024-04-01,R059542C,HOUGANG,HUTTONS ASIA PTE. LTD.
"KHOO PEI LING, JASLIN",2024-04-01,R059877E,HOUGANG,SRI PTE. LTD.
LIU MEIMEI,2024-04-01,R059642Z,JURONG WEST,PROPNEX REALTY PTE. LTD.
WU BINGWEN,2024-04-01,R060008G,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
YEO RUIZHEN,2024-04-01,R059625Z,WOODLANDS,HUTTONS ASIA PTE. LTD.
LOW YEUN WEN,2024-04-01,R060042G,SENGKANG,ERA REALTY NETWORK PTE LTD
CHEW QIN JIE,2024-04-01,R059203C,PUNGGOL,ERA REALTY NETWORK PTE LTD
LIM JIA YI,2024-04-01,R059424I,BUKIT MERAH,SRI PTE. LTD.
NG CHEE WEE,2024-04-01,R059009Z,CENTRAL AREA,OHMYHOME PTE. LTD.
PRISCILLA WONG HUI FEN,2024-04-01,R060116D,HOUGANG,PROPNEX REALTY PTE. LTD.
SEAH ELONN,2024-04-01,R060362J,HOUGANG,ERA REALTY NETWORK PTE LTD
LOW KAR JIE RYAN,2024-04-01,R059220C,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
MUHAMAD SHAHIR BIN ABDUL MAJID,2024-04-01,R059036G,SEMBAWANG,ERA REALTY NETWORK PTE LTD
CHIA TECK GHEE EZEN,2024-04-01,R059151G,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
SEAH IVY,2024-04-01,R059126F,TOA PAYOH,ERA REALTY NETWORK PTE LTD
YEOW SWEE CHOU,2024-04-01,R059663B,TOA PAYOH,PROPNEX REALTY PTE. LTD.
NIGEL TAN ZHEMING,2024-04-01,R059189D,BEDOK,ERA REALTY NETWORK PTE LTD
WEE KIM SAN LAWRENCE BERNARD,2024-04-01,R059646B,YISHUN,PROPNEX REALTY PTE. LTD.
SEOW CHLOE,2024-04-01,R059392G,TAMPINES,PROPSELLER PTE. LTD.
ONG KEE YEN,2024-04-01,R059095B,TAMPINES,PROPSELLER PTE. LTD.
IMRAN AHMAD GONZAGA BIN ABDUL AL JABBAR,2024-04-01,R059205Z,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
LIM HONG YONG,2024-04-01,R059163J,PASIR RIS,ERA REALTY NETWORK PTE LTD
"LONG SOK MIN, SHERMAIN",2024-04-01,R059058H,SEMBAWANG,PROPNEX REALTY PTE. LTD.
LOW ZHAO XUAN,2024-04-01,R058919I,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
TAY KAI JUN JASON,2024-04-01,R060056G,JURONG WEST,SRI PTE. LTD.
PEH PING PING,2024-04-01,R059953D,TAMPINES,PROPNEX REALTY PTE. LTD.
"NEO SAU CHEE, AGATHA",2024-04-01,R059256D,TAMPINES,PROPNEX REALTY PTE. LTD.
LOW ZHAO XUAN,2024-04-01,R058919I,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
TAN HONG JIE,2024-04-01,R059918F,JURONG EAST,HUTTONS ASIA PTE. LTD.
SEAH IVY,2024-04-01,R059126F,TOA PAYOH,ERA REALTY NETWORK PTE LTD
YEOW SWEE CHOU,2024-04-01,R059663B,TOA PAYOH,PROPNEX REALTY PTE. LTD.
NIGEL TAN ZHEMING,2024-04-01,R059189D,BEDOK,ERA REALTY NETWORK PTE LTD
WEE KIM SAN LAWRENCE BERNARD,2024-04-01,R059646B,YISHUN,PROPNEX REALTY PTE. LTD.
SEOW CHLOE,2024-04-01,R059392G,TAMPINES,PROPSELLER PTE. LTD.
ONG KEE YEN,2024-04-01,R059095B,TAMPINES,PROPSELLER PTE. LTD.
IMRAN AHMAD GONZAGA BIN ABDUL AL JABBAR,2024-04-01,R059205Z,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
LIM HONG YONG,2024-04-01,R059163J,PASIR RIS,ERA REALTY NETWORK PTE LTD
"LONG SOK MIN, SHERMAIN",2024-04-01,R059058H,SEMBAWANG,PROPNEX REALTY PTE. LTD.
LOW ZHAO XUAN,2024-04-01,R058919I,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
TAY KAI JUN JASON,2024-04-01,R060056G,JURONG WEST,SRI PTE. LTD.
PEH PING PING,2024-04-01,R059953D,TAMPINES,PROPNEX REALTY PTE. LTD.
"NEO SAU CHEE, AGATHA",2024-04-01,R059256D,TAMPINES,PROPNEX REALTY PTE. LTD.
LOW ZHAO XUAN,2024-04-01,R058919I,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
TAN HONG JIE,2024-04-01,R059918F,JURONG EAST,HUTTONS ASIA PTE. LTD.
NG CHEE WEE,2024-05-01,R059009Z,JURONG EAST,OHMYHOME PTE. LTD.
KOH SWEE HOON APRIL,2024-05-01,R060054J,CLEMENTI,ERA REALTY NETWORK PTE LTD
KOH JING JING,2024-05-01,R059510E,GEYLANG,PROPNEX REALTY PTE. LTD.
CLEMENT CHENG SING HO,2024-05-01,R059283A,SERANGOON,ERA REALTY NETWORK PTE LTD
TAN JUN SHENG,2024-05-01,R059660H,HOUGANG,PROPNEX REALTY PTE. LTD.
NG PETER,2024-05-01,R059544Z,BEDOK,PROPNEX REALTY PTE. LTD.
"LIM GUO QIANG, JASON",2024-05-01,R059836H,PUNGGOL,PROPNEX REALTY PTE. LTD.
KOH YAR LI,2024-05-01,R060196B,WOODLANDS,ERA REALTY NETWORK PTE LTD
NIGEL TAN ZHEMING,2024-05-01,R059189D,CHOA CHU KANG,ERA REALTY NETWORK PTE LTD
"TEO MENG HAO, ESMOND",2024-05-01,R059440J,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
HO JUN HUI,2024-05-01,R059798A,HOUGANG,PROPNEX REALTY PTE. LTD.
"TAN YIHAN, GLENN",2024-05-01,R059106A,KALLANG/WHAMPOA,HUTTONS ASIA PTE. LTD.
"ONG MING HONG, LUCAS",2024-05-01,R059770A,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
DANNY YONG KAI WOON,2024-05-01,R060044C,WOODLANDS,ERA REALTY NETWORK PTE LTD
MUHAMAD SHAHIR BIN ABDUL MAJID,2024-05-01,R059036G,ANG MO KIO,ERA REALTY NETWORK PTE LTD
SUFIAN BIN MOHAMED ARIP,2024-05-01,R059255F,TOA PAYOH,ERA REALTY NETWORK PTE LTD
TAN ANNI,2024-05-01,R060251I,HOUGANG,ERA REALTY NETWORK PTE LTD
LIM WEE HIAP,2024-05-01,R059632B,HOUGANG,PROPNEX REALTY PTE. LTD.
YU SHUN YAN,2024-05-01,R058992Z,BISHAN,ERA REALTY NETWORK PTE LTD
HO RONGJIAN,2024-05-01,R058938E,BUKIT PANJANG,ERA REALTY NETWORK PTE LTD
SIN XIN YEE,2024-05-01,R059417F,BUKIT MERAH,PROPNEX REALTY PTE. LTD.
LIM WEE HIAP,2024-05-01,R059632B,SENGKANG,PROPNEX REALTY PTE. LTD.
TAN KAH CHOON,2024-05-01,R059278E,WOODLANDS,ERA REALTY NETWORK PTE LTD
HARYANI BINTE OSMAN,2024-05-01,R060027C,WOODLANDS,HUTTONS ASIA PTE. LTD.
NG CHEE WEE,2024-05-01,R059009Z,ANG MO KIO,OHMYHOME PTE. LTD.
CHAN JING SEN,2024-05-01,R059086C,CLEMENTI,PROPNEX REALTY PTE. LTD.
NG CHEE WEE,2024-05-01,R059009Z,BISHAN,OHMYHOME PTE. LTD.
"KHOO PEI LING, JASLIN",2024-05-01,R059877E,CHOA CHU KANG,SRI PTE. LTD.
"TAN YU KIAT, JACKIE",2024-05-01,R059167C,PUNGGOL,PROPSELLER PTE. LTD.
LIM JUN HONG,2024-05-01,R059242D,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
SEOW CHLOE,2024-05-01,R059392G,BEDOK,PROPSELLER PTE. LTD.
"LIM YI CHENG, ALVIN",2024-05-01,R059681J,KALLANG/WHAMPOA,ERA REALTY NETWORK PTE LTD
HARYANI BINTE OSMAN,2024-05-01,R060027C,BUKIT BATOK,HUTTONS ASIA PTE. LTD.
"TAN YU KIAT, JACKIE",2024-05-01,R059167C,CHOA CHU KANG,PROPSELLER PTE. LTD.
DUA MEI LI,2024-05-01,R059556C,JURONG WEST,PROPNEX REALTY PTE. LTD.
LIM ENG TECK,2024-05-01,R059634I,PUNGGOL,PROPNEX REALTY PTE. LTD.
"YONG YU ZHEN, VANESSA",2024-02-01,R059463Z,BEDOK,PROPNEX REALTY PTE. LTD.
"CHAN JING YI, EUNICE",2024-02-01,R059672A,PUNGGOL,PROPNEX REALTY PTE. LTD.
AGNES TEO SUET LING,2024-02-01,R059733G,MARINE PARADE,PROPNEX REALTY PTE. LTD.
"CHUA ZHENHAO, JEREMY",2024-02-01,R059215G,GEYLANG,PROPNEX REALTY PTE. LTD.
SHAN TSING,2024-02-01,R059416H,ANG MO KIO,PROPNEX REALTY PTE. LTD.
CHUA JUN YANG,2024-02-01,R058964D,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
FOO THIAN WHATT RAYMOND,2024-05-01,R058922I,HOUGANG,HUTTONS ASIA PTE. LTD.
ARIFF HAMDAN BIN RAMLAN,2024-05-01,R059423J,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
KANG MEI SIAN,2024-05-01,R060176H,CHOA CHU KANG,PROPNEX REALTY PTE. LTD.
KOH JING JING,2024-05-01,R059510E,SERANGOON,PROPNEX REALTY PTE. LTD.
"CHUA CHONG LIN, DON",2024-05-01,R059752C,PUNGGOL,ERA REALTY NETWORK PTE LTD
LOW KAR JIE RYAN,2024-05-01,R059220C,WOODLANDS,PROPNEX REALTY PTE. LTD.
"TAN JUN FENG, BENNEDICT",2024-05-01,R058941E,PUNGGOL,HUTTONS ASIA PTE. LTD.
"CHUA ZHI KAI, GABRIEL",2024-05-01,R060361B,JURONG EAST,ERA REALTY NETWORK PTE LTD
PEY SI YA,2024-05-01,R060375B,GEYLANG,SRI PTE. LTD.
FAM KAI WEI,2024-05-01,R060323Z,BUKIT BATOK,HUTTONS ASIA PTE. LTD.
RACHAEL CHEW SHIAO YEN,2024-05-01,R059502D,WOODLANDS,ERA REALTY NETWORK PTE LTD
CHUA POH YIAN,2024-05-01,R060031A,YISHUN,PROPNEX REALTY PTE. LTD.
NIGEL TAN ZHEMING,2024-05-01,R059189D,PASIR RIS,ERA REALTY NETWORK PTE LTD
LISA WONG,2024-05-01,R059194J,QUEENSTOWN,PROPNEX REALTY PTE. LTD.
ADELINE KEZIA GIAM YEN LING,2024-05-01,R059475C,BUKIT MERAH,ORANGETEE & TIE PTE. LTD.
LIM JIA YI,2024-05-01,R059424I,PUNGGOL,SRI PTE. LTD.
CHOO LI PING,2024-05-01,R059270Z,ANG MO KIO,EXCLUSIVE REAL ESTATE PTE. LTD.
NG WEIFENG,2024-05-01,R059394C,HOUGANG,PROPNEX REALTY PTE. LTD.
NATASHIA TAN,2024-05-01,R059257B,CENTRAL AREA,PROPNEX REALTY PTE. LTD.
"LIM BOON SENG, VINCENT",2024-05-01,R059799Z,JURONG WEST,PROPNEX REALTY PTE. LTD.
LOW YEUN WEN,2024-05-01,R060042G,CHOA CHU KANG,ERA REALTY NETWORK PTE LTD
AMEER HUSSAIN BIN MOHAMED GANI,2024-05-01,R058929F,JURONG WEST,PROPNEX REALTY PTE. LTD.
TAN HONG JIE,2024-05-01,R059918F,TAMPINES,HUTTONS ASIA PTE. LTD.
LIM TING HUI,2024-05-01,R060050H,GEYLANG,THEPROPGUIDE REALTY PTE. LTD.
NG LIN HAI,2024-05-01,R060124E,SENGKANG,PROPNEX REALTY PTE. LTD.
"LIM BOON KIAT, ANGUS",2024-05-01,R059555E,HOUGANG,HUTTONS ASIA PTE. LTD.
WONG HUI PING,2024-05-01,R058994F,PUNGGOL,ERA REALTY NETWORK PTE LTD
"NEO SAU CHEE, AGATHA",2024-05-01,R059256D,BUKIT BATOK,PROPNEX REALTY PTE. LTD.
NURISYANTI BINTE ISMAIL,2024-05-01,R059524E,ANG MO KIO,ORANGETEE & TIE PTE. LTD.
JOYCE WONG SHI HUI,2024-05-01,R060385Z,SEMBAWANG,PROPNEX REALTY PTE. LTD.
"ZHANG XINMEI, EILEEN",2024-05-01,R059629B,BUKIT PANJANG,PROPNEX REALTY PTE. LTD.
ONG KEE YEN,2024-05-01,R059095B,TAMPINES,PROPSELLER PTE. LTD.
LOW ZHAO XUAN,2024-05-01,R058919I,SENGKANG,PROPNEX REALTY PTE. LTD.
LIM JIA YI,2024-05-01,R059424I,SENGKANG,SRI PTE. LTD.
NOEL YU HANWEI,2024-05-01,R060322A,YISHUN,HUTTONS ASIA PTE. LTD.
LISA WONG,2024-05-01,R059194J,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
AMIT KUMAR PANDEY,2024-05-01,R060252G,SERANGOON,PROPNEX REALTY PTE. LTD.
TEDDY JUAY EE TAT,2024-05-01,R059050B,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
NG JING HAO,2024-05-01,R059769H,PUNGGOL,PROPNEX REALTY PTE. LTD.
SHERYL YEO JIA MIN,2024-05-01,R060214D,KALLANG/WHAMPOA,PROPNEX REALTY PTE. LTD.
JIM ALIF BIN MOHAMED YUSOF,2024-05-01,R059743D,YISHUN,PROPNEX REALTY PTE. LTD.
HARYANI BINTE OSMAN,2024-05-01,R060027C,BUKIT BATOK,HUTTONS ASIA PTE. LTD.
"KHOO PEI LING, JASLIN",2024-05-01,R059877E,QUEENSTOWN,SRI PTE. LTD.
